1556201514.038898 GLOBAL_POSITION_INT {time_boot_ms : 16918655, lat : 535071803, lon : 492272790, alt : 55290, relative_alt : 2115, vx : -29, vy : -89, vz : 0, hdg : 31851}
1556201522.109588 GLOBAL_POSITION_INT {time_boot_ms : 16926655, lat : 535071595, lon : 492271627, alt : 55180, relative_alt : 2007, vx : -31, vy : -94, vz : 2, hdg : 31989}
1556201529.036242 GLOBAL_POSITION_INT {time_boot_ms : 16933655, lat : 535071401, lon : 492270563, alt : 55230, relative_alt : 2050, vx : -29, vy : -101, vz : 9, hdg : 32230}
1556201537.036336 GLOBAL_POSITION_INT {time_boot_ms : 16941655, lat : 535071173, lon : 492269260, alt : 54980, relative_alt : 1804, vx : -34, vy : -105, vz : -2, hdg : 32337}
1556201545.035233 GLOBAL_POSITION_INT {time_boot_ms : 16949655, lat : 535070915, lon : 492267855, alt : 55030, relative_alt : 1853, vx : -36, vy : -115, vz : 4, hdg : 32503}
1556201553.034218 GLOBAL_POSITION_INT {time_boot_ms : 16957655, lat : 535070635, lon : 492266313, alt : 55030, relative_alt : 1855, vx : -45, vy : -123, vz : -5, hdg : 32666}
1556201560.041692 GLOBAL_POSITION_INT {time_boot_ms : 16964655, lat : 535070391, lon : 492264908, alt : 54920, relative_alt : 1742, vx : -44, vy : -128, vz : 1, hdg : 32784}
1556201568.033536 GLOBAL_POSITION_INT {time_boot_ms : 16972655, lat : 535070099, lon : 492263292, alt : 54760, relative_alt : 1581, vx : -43, vy : -127, vz : 0, hdg : 32970}
1556201576.03305 GLOBAL_POSITION_INT {time_boot_ms : 16980655, lat : 535069807, lon : 492261675, alt : 54800, relative_alt : 1629, vx : -39, vy : -128, vz : 2, hdg : 33199}
1556201584.031965 GLOBAL_POSITION_INT {time_boot_ms : 16988655, lat : 535069514, lon : 492260049, alt : 54700, relative_alt : 1520, vx : -38, vy : -131, vz : 2, hdg : 33400}
1556201591.031171 GLOBAL_POSITION_INT {time_boot_ms : 16995655, lat : 535069267, lon : 492258645, alt : 54720, relative_alt : 1549, vx : -28, vy : -121, vz : 0, hdg : 34189}
1556201599.031324 GLOBAL_POSITION_INT {time_boot_ms : 17003655, lat : 535069167, lon : 492256973, alt : 54750, relative_alt : 1575, vx : -10, vy : -135, vz : 0, hdg : 34879}
1556201607.029854 GLOBAL_POSITION_INT {time_boot_ms : 17011655, lat : 535069107, lon : 492255309, alt : 54810, relative_alt : 1630, vx : -14, vy : -133, vz : 0, hdg : 34986}
1556201615.028013 GLOBAL_POSITION_INT {time_boot_ms : 17019656, lat : 535069042, lon : 492253645, alt : 54640, relative_alt : 1460, vx : -8, vy : -137, vz : 3, hdg : 35196}
1556201622.027174 GLOBAL_POSITION_INT {time_boot_ms : 17026655, lat : 535068925, lon : 492252238, alt : 54860, relative_alt : 1685, vx : -29, vy : -124, vz : -1, hdg : 34665}
1556201630.026272 GLOBAL_POSITION_INT {time_boot_ms : 17034655, lat : 535068614, lon : 492250961, alt : 54910, relative_alt : 1731, vx : -69, vy : -77, vz : 0, hdg : 32622}
1556201638.023744 GLOBAL_POSITION_INT {time_boot_ms : 17042655, lat : 535068029, lon : 492250202, alt : 55050, relative_alt : 1879, vx : -102, vy : -32, vz : 3, hdg : 28675}
1556201645.023957 GLOBAL_POSITION_INT {time_boot_ms : 17049655, lat : 535067385, lon : 492250237, alt : 55240, relative_alt : 2069, vx : -85, vy : 45, vz : -1, hdg : 24873}
1556201653.023423 GLOBAL_POSITION_INT {time_boot_ms : 17057655, lat : 535067007, lon : 492251181, alt : 55210, relative_alt : 2037, vx : -2, vy : 120, vz : 1, hdg : 17796}
1556201661.022286 GLOBAL_POSITION_INT {time_boot_ms : 17065655, lat : 535067332, lon : 492252277, alt : 55310, relative_alt : 2137, vx : 153, vy : 24, vz : -1, hdg : 8775}
1556201669.023573 GLOBAL_POSITION_INT {time_boot_ms : 17073655, lat : 535067882, lon : 492251316, alt : 55250, relative_alt : 2070, vx : 11, vy : -125, vz : 2, hdg : 697}
1556201676.021758 GLOBAL_POSITION_INT {time_boot_ms : 17080655, lat : 535068219, lon : 492250199, alt : 55130, relative_alt : 1950, vx : 68, vy : -109, vz : 3, hdg : 1284}
1556201684.021835 GLOBAL_POSITION_INT {time_boot_ms : 17088655, lat : 535068748, lon : 492248860, alt : 55020, relative_alt : 1849, vx : 33, vy : -138, vz : 6, hdg : 34653}
1556201692.021226 GLOBAL_POSITION_INT {time_boot_ms : 17096655, lat : 535068790, lon : 492247397, alt : 55170, relative_alt : 1991, vx : -10, vy : -129, vz : -3, hdg : 33400}
1556201700.554055 GLOBAL_POSITION_INT {time_boot_ms : 17105155, lat : 535068710, lon : 492245792, alt : 55170, relative_alt : 1994, vx : -11, vy : -118, vz : 1, hdg : 33471}
1556201707.019262 GLOBAL_POSITION_INT {time_boot_ms : 17111655, lat : 535068655, lon : 492244560, alt : 55240, relative_alt : 2069, vx : -9, vy : -120, vz : 0, hdg : 33715}
1556201715.016768 GLOBAL_POSITION_INT {time_boot_ms : 17119655, lat : 535068592, lon : 492243043, alt : 55450, relative_alt : 2277, vx : -9, vy : -120, vz : 1, hdg : 33908}
1556201723.013573 GLOBAL_POSITION_INT {time_boot_ms : 17127655, lat : 535068542, lon : 492241449, alt : 55330, relative_alt : 2152, vx : -11, vy : -128, vz : 0, hdg : 33852}
1556201731.016279 GLOBAL_POSITION_INT {time_boot_ms : 17135655, lat : 535068468, lon : 492239815, alt : 55430, relative_alt : 2250, vx : -10, vy : -133, vz : 2, hdg : 34069}
1556201738.015534 GLOBAL_POSITION_INT {time_boot_ms : 17142655, lat : 535068407, lon : 492238325, alt : 55220, relative_alt : 2048, vx : -11, vy : -137, vz : 5, hdg : 34190}
1556201746.0143 GLOBAL_POSITION_INT {time_boot_ms : 17150656, lat : 535068345, lon : 492236633, alt : 55220, relative_alt : 2044, vx : -9, vy : -136, vz : 3, hdg : 34209}
1556201754.012766 GLOBAL_POSITION_INT {time_boot_ms : 17158655, lat : 535068273, lon : 492234949, alt : 55110, relative_alt : 1934, vx : -11, vy : -138, vz : 5, hdg : 34311}
1556201761.011157 GLOBAL_POSITION_INT {time_boot_ms : 17165655, lat : 535068256, lon : 492233505, alt : 55190, relative_alt : 2018, vx : 14, vy : -128, vz : 0, hdg : 35512}
1556201769.01253 GLOBAL_POSITION_INT {time_boot_ms : 17173655, lat : 535068424, lon : 492231850, alt : 55240, relative_alt : 2069, vx : 26, vy : -136, vz : -8, hdg : 25}
1556201777.004615 GLOBAL_POSITION_INT {time_boot_ms : 17181655, lat : 535068610, lon : 492230200, alt : 55290, relative_alt : 2114, vx : 20, vy : -135, vz : 8, hdg : 174}
1556201785.019607 GLOBAL_POSITION_INT {time_boot_ms : 17189656, lat : 535068670, lon : 492229100, alt : 55460, relative_alt : 2280, vx : -5, vy : -115, vz : -3, hdg : 33383}
1556201792.009081 GLOBAL_POSITION_INT {time_boot_ms : 17196655, lat : 535068892, lon : 492227732, alt : 55390, relative_alt : 2215, vx : 45, vy : -157, vz : 1, hdg : 34731}
1556201800.007555 GLOBAL_POSITION_INT {time_boot_ms : 17204655, lat : 535069050, lon : 492226352, alt : 55460, relative_alt : 2282, vx : 23, vy : -106, vz : 0, hdg : 34569}
1556201808.506038 GLOBAL_POSITION_INT {time_boot_ms : 17213155, lat : 535069189, lon : 492225013, alt : 55505, relative_alt : 2330, vx : 4, vy : -96, vz : 1, hdg : 34578}
1556201816.000178 GLOBAL_POSITION_INT {time_boot_ms : 17220655, lat : 535069234, lon : 492224533, alt : 55740, relative_alt : 2569, vx : 8, vy : -14, vz : -2, hdg : 34456}
1556201823.000409 GLOBAL_POSITION_INT {time_boot_ms : 17227655, lat : 535069244, lon : 492224365, alt : 55870, relative_alt : 2696, vx : 1, vy : -8, vz : 2, hdg : 34355}
1556201831.998524 GLOBAL_POSITION_INT {time_boot_ms : 17236655, lat : 535069224, lon : 492223927, alt : 55630, relative_alt : 2450, vx : -50, vy : 98, vz : 3, hdg : 31776}
1556201839.995211 GLOBAL_POSITION_INT {time_boot_ms : 17244655, lat : 535069198, lon : 492225049, alt : 55350, relative_alt : 2170, vx : -8, vy : 88, vz : 4, hdg : 32045}
1556201847.995103 GLOBAL_POSITION_INT {time_boot_ms : 17252655, lat : 535069069, lon : 492226077, alt : 55490, relative_alt : 2310, vx : 0, vy : 67, vz : -2, hdg : 32705}
1556201854.994916 GLOBAL_POSITION_INT {time_boot_ms : 17259655, lat : 535069006, lon : 492226354, alt : 55650, relative_alt : 2471, vx : -12, vy : 11, vz : -1, hdg : 33611}
1556201862.992493 GLOBAL_POSITION_INT {time_boot_ms : 17267655, lat : 535068988, lon : 492226467, alt : 55880, relative_alt : 2704, vx : -3, vy : 5, vz : 0, hdg : 34287}
1556201870.994267 GLOBAL_POSITION_INT {time_boot_ms : 17275655, lat : 535068969, lon : 492226534, alt : 55850, relative_alt : 2672, vx : -1, vy : 1, vz : 1, hdg : 35200}
1556201877.001844 GLOBAL_POSITION_INT {time_boot_ms : 17281655, lat : 535068958, lon : 492226555, alt : 55760, relative_alt : 2583, vx : 0, vy : 0, vz : 1, hdg : 35921}
1556201885.989771 GLOBAL_POSITION_INT {time_boot_ms : 17290655, lat : 535068925, lon : 492226567, alt : 55990, relative_alt : 2817, vx : 0, vy : 0, vz : 0, hdg : 776}
1556201893.989775 GLOBAL_POSITION_INT {time_boot_ms : 17298655, lat : 535068909, lon : 492226557, alt : 55900, relative_alt : 2720, vx : 0, vy : -1, vz : 0, hdg : 1445}
1556201901.999753 GLOBAL_POSITION_INT {time_boot_ms : 17306655, lat : 535068886, lon : 492226510, alt : 55840, relative_alt : 2667, vx : 0, vy : 0, vz : 1, hdg : 2127}
1556201908.990158 GLOBAL_POSITION_INT {time_boot_ms : 17313655, lat : 535068860, lon : 492226461, alt : 55940, relative_alt : 2761, vx : 0, vy : -1, vz : 0, hdg : 2825}
1556201916.989391 GLOBAL_POSITION_INT {time_boot_ms : 17321655, lat : 535068832, lon : 492226426, alt : 56020, relative_alt : 2845, vx : 1, vy : 0, vz : 0, hdg : 3683}
1556201924.988608 GLOBAL_POSITION_INT {time_boot_ms : 17329655, lat : 535068793, lon : 492226416, alt : 55970, relative_alt : 2795, vx : 1, vy : 1, vz : 0, hdg : 4536}
1556201932.987727 GLOBAL_POSITION_INT {time_boot_ms : 17337655, lat : 535068763, lon : 492226425, alt : 56010, relative_alt : 2836, vx : 0, vy : 2, vz : 0, hdg : 5183}
1556201939.98683 GLOBAL_POSITION_INT {time_boot_ms : 17344655, lat : 535068736, lon : 492226434, alt : 55920, relative_alt : 2743, vx : -2, vy : 3, vz : 0, hdg : 5487}
1556201947.983904 GLOBAL_POSITION_INT {time_boot_ms : 17352655, lat : 535068702, lon : 492226421, alt : 56030, relative_alt : 2858, vx : -1, vy : 1, vz : -1, hdg : 5516}
1556201955.985208 GLOBAL_POSITION_INT {time_boot_ms : 17360655, lat : 535068668, lon : 492226404, alt : 55890, relative_alt : 2715, vx : 1, vy : 0, vz : 1, hdg : 5371}
1556201963.984117 GLOBAL_POSITION_INT {time_boot_ms : 17368655, lat : 535068638, lon : 492226392, alt : 56080, relative_alt : 2908, vx : 0, vy : 1, vz : -3, hdg : 5186}
1556201970.981863 GLOBAL_POSITION_INT {time_boot_ms : 17375655, lat : 535068617, lon : 492226385, alt : 56060, relative_alt : 2880, vx : 1, vy : 2, vz : 1, hdg : 5082}
1556201978.994514 GLOBAL_POSITION_INT {time_boot_ms : 17383655, lat : 535068603, lon : 492226382, alt : 56050, relative_alt : 2872, vx : 2, vy : 2, vz : -1, hdg : 4915}
1556201986.982318 GLOBAL_POSITION_INT {time_boot_ms : 17391655, lat : 535068594, lon : 492226381, alt : 56110, relative_alt : 2939, vx : 3, vy : 0, vz : -2, hdg : 4581}
1556201993.979055 GLOBAL_POSITION_INT {time_boot_ms : 17398655, lat : 535068590, lon : 492226380, alt : 56130, relative_alt : 2951, vx : 3, vy : 0, vz : -2, hdg : 4374}
1556202001.514005 GLOBAL_POSITION_INT {time_boot_ms : 17406155, lat : 535068584, lon : 492226367, alt : 56035, relative_alt : 2860, vx : 2, vy : 0, vz : -1, hdg : 4179}
1556202009.977728 GLOBAL_POSITION_INT {time_boot_ms : 17414655, lat : 535068568, lon : 492226348, alt : 56190, relative_alt : 3018, vx : 2, vy : 0, vz : -1, hdg : 4133}
1556202017.980467 GLOBAL_POSITION_INT {time_boot_ms : 17422655, lat : 535068557, lon : 492226343, alt : 56220, relative_alt : 2, vx : 3, vy : 1, vz : -2, hdg : 4059}
1556202024.975679 GLOBAL_POSITION_INT {time_boot_ms : 17429655, lat : 535068549, lon : 492226339, alt : 53450, relative_alt : -2761, vx : 2, vy : 0, vz : 16, hdg : 3861}
1556202032.975853 GLOBAL_POSITION_INT {time_boot_ms : 17437655, lat : 535068532, lon : 492226325, alt : 53110, relative_alt : -3100, vx : 3, vy : 0, vz : 2, hdg : 3780}
1556202040.974065 GLOBAL_POSITION_INT {time_boot_ms : 17445655, lat : 535068526, lon : 492226316, alt : 53290, relative_alt : -2924, vx : 4, vy : 0, vz : -2, hdg : 3800}
1556202048.983868 GLOBAL_POSITION_INT {time_boot_ms : 17453655, lat : 535068522, lon : 492226306, alt : 53310, relative_alt : -2902, vx : 5, vy : 1, vz : -3, hdg : 3877}
1556202055.973518 GLOBAL_POSITION_INT {time_boot_ms : 17460655, lat : 535068519, lon : 492226298, alt : 53480, relative_alt : 135, vx : 6, vy : 1, vz : -3, hdg : 3818}
1556202063.971057 GLOBAL_POSITION_INT {time_boot_ms : 17468655, lat : 535068530, lon : 492226286, alt : 53410, relative_alt : 68, vx : 9, vy : 1, vz : -2, hdg : 3800}
1556202071.97306 GLOBAL_POSITION_INT {time_boot_ms : 17476655, lat : 535068587, lon : 492226263, alt : 53540, relative_alt : 190, vx : 16, vy : 0, vz : -4, hdg : 3706}
1556202078.972293 GLOBAL_POSITION_INT {time_boot_ms : 17483655, lat : 535068652, lon : 492226248, alt : 53460, relative_alt : 110, vx : 16, vy : -1, vz : 0, hdg : 3327}
1556202086.970728 GLOBAL_POSITION_INT {time_boot_ms : 17491655, lat : 535068724, lon : 492226217, alt : 53700, relative_alt : 350, vx : 16, vy : -2, vz : -4, hdg : 2819}
1556202094.96849 GLOBAL_POSITION_INT {time_boot_ms : 17499655, lat : 535068803, lon : 492226148, alt : 53600, relative_alt : 251, vx : 14, vy : -5, vz : -1, hdg : 2392}
1556202102.967114 GLOBAL_POSITION_INT {time_boot_ms : 17507655, lat : 535068894, lon : 492226050, alt : 53670, relative_alt : 327, vx : 18, vy : -6, vz : -2, hdg : 2095}
1556202109.966688 GLOBAL_POSITION_INT {time_boot_ms : 17514655, lat : 535068971, lon : 492225949, alt : 53650, relative_alt : 303, vx : 16, vy : -7, vz : -5, hdg : 1934}
1556202117.967343 GLOBAL_POSITION_INT {time_boot_ms : 17522655, lat : 535069054, lon : 492225852, alt : 53640, relative_alt : 291, vx : 17, vy : -6, vz : -1, hdg : 1856}
1556202125.965461 GLOBAL_POSITION_INT {time_boot_ms : 17530655, lat : 535069141, lon : 492225757, alt : 53710, relative_alt : 367, vx : 17, vy : -8, vz : -2, hdg : 1924}
1556202133.965709 GLOBAL_POSITION_INT {time_boot_ms : 17538655, lat : 535069229, lon : 492225660, alt : 53750, relative_alt : 400, vx : 17, vy : -5, vz : -1, hdg : 1881}
1556202140.963557 GLOBAL_POSITION_INT {time_boot_ms : 17545655, lat : 535069300, lon : 492225577, alt : 53700, relative_alt : 357, vx : 16, vy : -7, vz : -3, hdg : 1850}
1556202148.964845 GLOBAL_POSITION_INT {time_boot_ms : 17553655, lat : 535069389, lon : 492225485, alt : 53670, relative_alt : 329, vx : 16, vy : -9, vz : 0, hdg : 1899}
1556202156.970441 GLOBAL_POSITION_INT {time_boot_ms : 17561655, lat : 535069521, lon : 492225407, alt : 53740, relative_alt : 395, vx : 70, vy : 11, vz : 1, hdg : 2590}
1556202164.969655 GLOBAL_POSITION_INT {time_boot_ms : 17569655, lat : 535069925, lon : 492225962, alt : 53600, relative_alt : 254, vx : 20, vy : 74, vz : -1, hdg : 11040}
1556202171.968189 GLOBAL_POSITION_INT {time_boot_ms : 17576655, lat : 535069840, lon : 492226527, alt : 53710, relative_alt : 366, vx : -18, vy : 41, vz : -2, hdg : 14124}
1556202179.978433 GLOBAL_POSITION_INT {time_boot_ms : 17584655, lat : 535069735, lon : 492226804, alt : 53690, relative_alt : 347, vx : -23, vy : 23, vz : 0, hdg : 15495}
1556202187.966902 GLOBAL_POSITION_INT {time_boot_ms : 17592655, lat : 535069577, lon : 492227131, alt : 53840, relative_alt : 498, vx : -26, vy : 35, vz : -2, hdg : 14849}
1556202194.967026 GLOBAL_POSITION_INT {time_boot_ms : 17599655, lat : 535069473, lon : 492227504, alt : 53780, relative_alt : 436, vx : -13, vy : 39, vz : -1, hdg : 13148}
1556202202.964039 GLOBAL_POSITION_INT {time_boot_ms : 17607655, lat : 535069428, lon : 492227992, alt : 53750, relative_alt : 401, vx : 0, vy : 43, vz : 0, hdg : 11149}
1556202210.964644 GLOBAL_POSITION_INT {time_boot_ms : 17615655, lat : 535069466, lon : 492228449, alt : 53880, relative_alt : 532, vx : 11, vy : 41, vz : -2, hdg : 9594}
1556202218.962299 GLOBAL_POSITION_INT {time_boot_ms : 17623655, lat : 535069606, lon : 492229081, alt : 53850, relative_alt : 508, vx : 30, vy : 68, vz : 0, hdg : 8721}
1556202225.962825 GLOBAL_POSITION_INT {time_boot_ms : 17630655, lat : 535069741, lon : 492229793, alt : 53840, relative_alt : 492, vx : 19, vy : 72, vz : 0, hdg : 9530}
1556202233.958831 GLOBAL_POSITION_INT {time_boot_ms : 17638655, lat : 535069826, lon : 492230717, alt : 53770, relative_alt : 422, vx : 14, vy : 132, vz : 2, hdg : 9784}
1556202241.498590 GLOBAL_POSITION_INT {time_boot_ms : 17646155, lat : 535069915, lon : 492232257, alt : 53525, relative_alt : 183, vx : 14, vy : 141, vz : 0, hdg : 10172}
1556202249.961425 GLOBAL_POSITION_INT {time_boot_ms : 17654656, lat : 535070048, lon : 492234032, alt : 53340, relative_alt : -4, vx : 20, vy : 139, vz : 0, hdg : 9726}
1556202256.959822 GLOBAL_POSITION_INT {time_boot_ms : 17661655, lat : 535070149, lon : 492235498, alt : 53390, relative_alt : 42, vx : 17, vy : 137, vz : 0, hdg : 9738}
1556202264.959691 GLOBAL_POSITION_INT {time_boot_ms : 17669656, lat : 535070271, lon : 492237167, alt : 53360, relative_alt : 13, vx : 18, vy : 142, vz : -1, hdg : 9688}
1556202272.959174 GLOBAL_POSITION_INT {time_boot_ms : 17677656, lat : 535070384, lon : 492238852, alt : 53460, relative_alt : 116, vx : 17, vy : 140, vz : -1, hdg : 9642}
1556202280.958364 GLOBAL_POSITION_INT {time_boot_ms : 17685656, lat : 535070502, lon : 492240542, alt : 53340, relative_alt : -4, vx : 17, vy : 141, vz : 0, hdg : 9628}
1556202287.957271 GLOBAL_POSITION_INT {time_boot_ms : 17692656, lat : 535070607, lon : 492242022, alt : 53500, relative_alt : 153, vx : 18, vy : 145, vz : -2, hdg : 9553}
1556202295.956424 GLOBAL_POSITION_INT {time_boot_ms : 17700656, lat : 535070726, lon : 492243705, alt : 53500, relative_alt : 159, vx : 15, vy : 140, vz : 0, hdg : 9591}
1556202303.955815 GLOBAL_POSITION_INT {time_boot_ms : 17708656, lat : 535070841, lon : 492245405, alt : 53510, relative_alt : 165, vx : 17, vy : 139, vz : 0, hdg : 9540}
1556202311.956456 GLOBAL_POSITION_INT {time_boot_ms : 17716656, lat : 535070953, lon : 492247112, alt : 53570, relative_alt : 226, vx : 19, vy : 146, vz : -1, hdg : 9316}
1556202318.96047 GLOBAL_POSITION_INT {time_boot_ms : 17723657, lat : 535071069, lon : 492248583, alt : 53450, relative_alt : 109, vx : 18, vy : 143, vz : 0, hdg : 9425}
1556202326.96603 GLOBAL_POSITION_INT {time_boot_ms : 17731656, lat : 535071181, lon : 492250270, alt : 53540, relative_alt : 195, vx : 17, vy : 138, vz : 0, hdg : 9482}
1556202334.952069 GLOBAL_POSITION_INT {time_boot_ms : 17739656, lat : 535071299, lon : 492251962, alt : 53430, relative_alt : 86, vx : 15, vy : 138, vz : 2, hdg : 9492}
1556202341.953965 GLOBAL_POSITION_INT {time_boot_ms : 17746656, lat : 535071398, lon : 492253446, alt : 53650, relative_alt : 309, vx : 15, vy : 137, vz : 0, hdg : 9414}
1556202349.951240 GLOBAL_POSITION_INT {time_boot_ms : 17754656, lat : 535071514, lon : 492255123, alt : 53575, relative_alt : 228, vx : 14, vy : 139, vz : 0, hdg : 9419}
1556202357.949864 GLOBAL_POSITION_INT {time_boot_ms : 17762656, lat : 535071629, lon : 492256820, alt : 53550, relative_alt : 202, vx : 15, vy : 143, vz : 2, hdg : 9315}
1556202365.952122 GLOBAL_POSITION_INT {time_boot_ms : 17770656, lat : 535071743, lon : 492258521, alt : 53720, relative_alt : 377, vx : 14, vy : 139, vz : -2, hdg : 9306}
1556202372.950007 GLOBAL_POSITION_INT {time_boot_ms : 17777656, lat : 535071850, lon : 492259982, alt : 53720, relative_alt : 376, vx : 17, vy : 141, vz : -2, hdg : 9213}
1556202380.948533 GLOBAL_POSITION_INT {time_boot_ms : 17785656, lat : 535071964, lon : 492261650, alt : 53510, relative_alt : 169, vx : 16, vy : 142, vz : 1, hdg : 9238}
1556202388.946468 GLOBAL_POSITION_INT {time_boot_ms : 17793656, lat : 535072077, lon : 492263337, alt : 53540, relative_alt : 196, vx : 19, vy : 139, vz : 0, hdg : 9141}
1556202396.947685 GLOBAL_POSITION_INT {time_boot_ms : 17801656, lat : 535072200, lon : 492265025, alt : 53720, relative_alt : 374, vx : 16, vy : 135, vz : 0, hdg : 9265}
1556202403.946581 GLOBAL_POSITION_INT {time_boot_ms : 17808657, lat : 535072302, lon : 492266492, alt : 53520, relative_alt : 176, vx : 18, vy : 136, vz : 0, hdg : 9104}
1556202411.946934 GLOBAL_POSITION_INT {time_boot_ms : 17816656, lat : 535072412, lon : 492268177, alt : 53650, relative_alt : 300, vx : 16, vy : 136, vz : 0, hdg : 9117}
1556202419.949094 GLOBAL_POSITION_INT {time_boot_ms : 17824658, lat : 535072532, lon : 492269855, alt : 53560, relative_alt : 213, vx : 15, vy : 138, vz : 0, hdg : 9127}
1556202426.943177 GLOBAL_POSITION_INT {time_boot_ms : 17831656, lat : 535072639, lon : 492271318, alt : 53680, relative_alt : 339, vx : 15, vy : 137, vz : 0, hdg : 9118}
1556202434.941917 GLOBAL_POSITION_INT {time_boot_ms : 17839656, lat : 535072753, lon : 492273018, alt : 53540, relative_alt : 196, vx : 16, vy : 140, vz : 2, hdg : 9065}
1556202442.943526 GLOBAL_POSITION_INT {time_boot_ms : 17847656, lat : 535072864, lon : 492274696, alt : 53660, relative_alt : 312, vx : 14, vy : 137, vz : 2, hdg : 8967}
1556202450.941057 GLOBAL_POSITION_INT {time_boot_ms : 17855656, lat : 535072987, lon : 492276389, alt : 53570, relative_alt : 225, vx : 14, vy : 137, vz : -1, hdg : 8995}
1556202457.952966 GLOBAL_POSITION_INT {time_boot_ms : 17862656, lat : 535073089, lon : 492277869, alt : 53580, relative_alt : 237, vx : 16, vy : 133, vz : 0, hdg : 8936}
1556202465.937261 GLOBAL_POSITION_INT {time_boot_ms : 17870656, lat : 535073211, lon : 492279563, alt : 53540, relative_alt : 194, vx : 15, vy : 138, vz : 1, hdg : 8985}
1556202473.938333 GLOBAL_POSITION_INT {time_boot_ms : 17878656, lat : 535073188, lon : 492281129, alt : 53560, relative_alt : 219, vx : -73, vy : 86, vz : 0, hdg : 13253}
1556202481.472726 GLOBAL_POSITION_INT {time_boot_ms : 17886156, lat : 535072544, lon : 492281086, alt : 53915, relative_alt : 570, vx : -60, vy : -85, vz : 0, hdg : 24110}
1556202488.93939 GLOBAL_POSITION_INT {time_boot_ms : 17893656, lat : 535072738, lon : 492279911, alt : 54120, relative_alt : 770, vx : 85, vy : -102, vz : -1, hdg : 31466}
1556202496.934906 GLOBAL_POSITION_INT {time_boot_ms : 17901656, lat : 535072972, lon : 492278519, alt : 54010, relative_alt : 661, vx : -37, vy : -126, vz : 1, hdg : 25900}
1556202504.934558 GLOBAL_POSITION_INT {time_boot_ms : 17909656, lat : 535072568, lon : 492277030, alt : 54160, relative_alt : 813, vx : -37, vy : -96, vz : 2, hdg : 25227}
1556202512.9405 GLOBAL_POSITION_INT {time_boot_ms : 17917656, lat : 535072425, lon : 492276486, alt : 54340, relative_alt : 993, vx : -8, vy : -22, vz : -5, hdg : 25409}
1556202519.933676 GLOBAL_POSITION_INT {time_boot_ms : 17924656, lat : 535072364, lon : 492276142, alt : 54540, relative_alt : 1194, vx : -7, vy : -38, vz : -4, hdg : 26339}
1556202527.932838 GLOBAL_POSITION_INT {time_boot_ms : 17932656, lat : 535072326, lon : 492275635, alt : 54540, relative_alt : 1196, vx : -3, vy : -40, vz : 2, hdg : 26613}
1556202535.932514 GLOBAL_POSITION_INT {time_boot_ms : 17940656, lat : 535072300, lon : 492275148, alt : 54690, relative_alt : 1341, vx : -6, vy : -39, vz : 0, hdg : 26090}
1556202542.001897 GLOBAL_POSITION_INT {time_boot_ms : 17946656, lat : 535072254, lon : 492274777, alt : 54690, relative_alt : 1343, vx : -9, vy : -40, vz : 1, hdg : 25664}
1556202550.929411 GLOBAL_POSITION_INT {time_boot_ms : 17955656, lat : 535072122, lon : 492274256, alt : 54670, relative_alt : 1325, vx : -14, vy : -37, vz : 0, hdg : 25319}
1556202558.934695 GLOBAL_POSITION_INT {time_boot_ms : 17963657, lat : 535072006, lon : 492273803, alt : 54730, relative_alt : 1385, vx : -14, vy : -35, vz : 0, hdg : 25258}
1556202566.928821 GLOBAL_POSITION_INT {time_boot_ms : 17971656, lat : 535071902, lon : 492273348, alt : 54830, relative_alt : 1480, vx : -12, vy : -37, vz : 0, hdg : 25271}
1556202573.928122 GLOBAL_POSITION_INT {time_boot_ms : 17978656, lat : 535071812, lon : 492272962, alt : 54750, relative_alt : 1407, vx : -12, vy : -37, vz : 2, hdg : 25426}
1556202581.926957 GLOBAL_POSITION_INT {time_boot_ms : 17986656, lat : 535071731, lon : 492272495, alt : 54870, relative_alt : 1526, vx : -8, vy : -37, vz : -3, hdg : 25605}
1556202589.926472 GLOBAL_POSITION_INT {time_boot_ms : 17994656, lat : 535071654, lon : 492272039, alt : 54820, relative_alt : 1473, vx : -11, vy : -39, vz : 2, hdg : 25639}
1556202597.92577 GLOBAL_POSITION_INT {time_boot_ms : 18002656, lat : 535071590, lon : 492271574, alt : 54880, relative_alt : 1530, vx : -11, vy : -39, vz : 0, hdg : 25492}
1556202604.925464 GLOBAL_POSITION_INT {time_boot_ms : 18009656, lat : 535071523, lon : 492271170, alt : 54870, relative_alt : 1526, vx : -12, vy : -36, vz : 0, hdg : 25445}
1556202612.92384 GLOBAL_POSITION_INT {time_boot_ms : 18017656, lat : 535071440, lon : 492270728, alt : 54780, relative_alt : 1437, vx : -11, vy : -38, vz : 0, hdg : 25497}
1556202620.922856 GLOBAL_POSITION_INT {time_boot_ms : 18025656, lat : 535071361, lon : 492270283, alt : 54820, relative_alt : 1477, vx : -10, vy : -37, vz : 0, hdg : 25428}
1556202628.923178 GLOBAL_POSITION_INT {time_boot_ms : 18033656, lat : 535071294, lon : 492269827, alt : 54810, relative_alt : 1468, vx : -10, vy : -39, vz : 0, hdg : 25219}
1556202635.934962 GLOBAL_POSITION_INT {time_boot_ms : 18040656, lat : 535071217, lon : 492269428, alt : 54800, relative_alt : 1452, vx : -13, vy : -39, vz : 0, hdg : 25088}
